time,value,variable,signal
21.076239999999995,295.90134999999987,Eh recovery,0.9522583595331532
21.09291,296.1397799999999,Eh recovery,0.9526707523355421
21.10957,296.3784099999999,Eh recovery,0.9530834910615161
21.126239999999996,296.6132600000001,Eh recovery,0.9534896918317257
21.14291,296.85467000000006,Eh recovery,0.9539072388955375
21.159579999999995,297.09127999999987,Eh recovery,0.9543164837932984
21.176250000000003,297.32354999999995,Eh recovery,0.9547182221492555
21.19292,297.55485000000004,Eh recovery,0.9551182827758233
21.209579999999995,297.78675999999996,Eh recovery,0.9555193984693262
21.22625,298.01959,Eh recovery,0.9559221054113225
21.24292,298.24971,Eh recovery,0.9563201250887361
21.259589999999996,298.48336999999987,Eh recovery,0.9567242676136117
21.27625,298.72399999999993,Eh recovery,0.9571404655754403
21.292919999999995,298.9678799999999,Eh recovery,0.9575622847955324
21.30959,299.21637999999996,Eh recovery,0.9579920948504483
21.32626,299.4761099999999,Eh recovery,0.958441328514687
21.342919999999996,299.73338999999993,Eh recovery,0.958886324615004
21.35959,299.99474999999995,Eh recovery,0.959338377556464
21.376259999999995,300.2602299999999,Eh recovery,0.9597975565237843
21.39293,300.51707,Eh recovery,0.9602417915922132
21.409599999999998,300.77549,Eh recovery,0.9606887594569672
21.426269999999995,301.0514099999999,Eh recovery,0.9611659956354476
21.442929999999997,301.3343899999999,Eh recovery,0.9616554429164943
21.45959999999999,301.60838,Eh recovery,0.9621293409323752
21.47627,301.89799999999997,Eh recovery,0.9626302728764587
21.492939999999997,302.17563,Eh recovery,0.9631104667015948
21.509609999999995,302.45064,Eh recovery,0.9635861289277614
21.52627,302.72692999999987,Eh recovery,0.9640640050648748
21.54294,303.00284,Eh recovery,0.9645412239471761
21.559609999999996,303.27772999999996,Eh recovery,0.9650166786191915
21.57628,303.55315999999993,Eh recovery,0.9654930672848875
21.59294999999999,303.83762,Eh recovery,0.9659850744004665
21.60961,304.1176500000001,Eh recovery,0.9664694193086282
21.62628,304.39085,Eh recovery,0.9669419509263463
21.642949999999995,304.66255,Eh recovery,0.9674118881171739
21.65962,304.92098999999996,Eh recovery,0.9678588905742863
21.676290000000005,305.16355,Eh recovery,0.9682784266987146
21.69296,305.392,Eh recovery,0.9686735579141896
21.709629999999997,305.615,Eh recovery,0.9690592627119612
21.72629999999999,305.83252999999996,Eh recovery,0.9694355064996708
21.74296,306.0378099999999,Eh recovery,0.9697905624677718
21.759629999999998,306.22176999999994,Eh recovery,0.9701087429816646
21.776299999999996,306.40209999999996,Eh recovery,0.9704206449824815
21.79297,306.57604999999995,Eh recovery,0.9707215120209226
21.809629999999995,306.74266000000006,Eh recovery,0.971009683663778
21.8263,306.90838999999994,Eh recovery,0.971296333242857
21.84297,307.07187,Eh recovery,0.9715790911816002
21.859639999999995,307.22734,Eh recovery,0.9718479948807462
21.87631,307.3749900000001,Eh recovery,0.9721033729677014
21.89298,307.52826999999996,Eh recovery,0.9723684888035866
21.909639999999996,307.68477,Eh recovery,0.9726391740091977
21.926309999999997,307.83981,Eh recovery,0.972907333972635
21.942990000000002,308.0036099999999,Eh recovery,0.9731906453891146
21.95965,308.16793,Eh recovery,0.97347485620691665
21.976319999999998,308.3293499999999,Eh recovery,0.9737540511327295
21.992989999999995,308.48932999999994,Eh recovery,0.9740307554087273
22.00966,308.65283000000005,Eh recovery,0.974313547939829
22.02631999999999,308.81444,Eh recovery,0.974593071493048
22.04299,308.97749,Eh recovery,0.9748750856960824
22.05966,309.14939,Eh recovery,0.9751724070177727
22.076329999999995,309.32410999999996,Eh recovery,0.9754746058620178
22.09299,309.50711999999993,Eh recovery,0.9757911432388795
22.10967,309.67539,Eh recovery,0.976082186047494
22.126329999999996,309.8392,Eh recovery,0.9763655147601531
22.143,310.00654999999995,Eh recovery,0.9766549663202744
22.159669999999995,310.17188,Eh recovery,0.9769409240521829
22.17634,310.32333999999986,Eh recovery,0.9772028919834406
22.193,310.47349999999994,Eh recovery,0.977462611411393
22.209669999999996,310.6259,Eh recovery,0.9777262051835025
22.226339999999997,310.76756,Eh recovery,0.9779712228590735
22.242999999999995,310.90906,Eh recovery,0.9782159637957761
22.25967,311.05172999999996,Eh recovery,0.9784627283854536
22.276339999999998,311.18226,Eh recovery,0.9786884954134946
22.293009999999995,311.31597,Eh recovery,0.9789197626265439
22.30968,311.45859999999993,Eh recovery,0.9791664580315043
22.32633999999999,311.58910999999995,Eh recovery,0.9793921904671867
22.34301,311.72123999999997,Eh recovery,0.9796207248839112
22.35968,311.86039,Eh recovery,0.979861401218485
22.376349999999995,312.01098,Eh recovery,0.980121864382146
22.39302,312.16075,Eh recovery,0.9803809092591067
22.409689999999998,312.3003,Eh recovery,0.9806222774408512
22.426349999999992,312.42858999999993,Eh recovery,0.9808441701247351
22.443019999999997,312.55665,Eh recovery,0.9810656649964958
22.45968999999999,312.70396,Eh recovery,0.9813204550133557
22.47636,312.87132999999994,Eh recovery,0.9816099411658356
22.493019999999998,313.03710999999987,Eh recovery,0.9818966772258111
22.509689999999996,313.21150999999986,Eh recovery,0.9821983225923194
22.52636,313.40528,Eh recovery,0.9825334706580785
22.54303,313.62117999999987,Eh recovery,0.9829068951685664
22.559699999999996,313.85025,Eh recovery,0.9833030987471567
22.57637,314.07205,Eh recovery,0.9836867280034155
22.593029999999995,314.29891999999995,Eh recovery,0.9840791264225655
22.6097,314.52066,Eh recovery,0.9844626519017489
22.62637,314.74964000000006,Eh recovery,0.9848586998147254
22.643039999999996,314.97439,Eh recovery,0.9852474314438696
22.6597,315.1940599999999,Eh recovery,0.9856273766139433
22.67637,315.41289,Eh recovery,0.9860058689049586
22.69304,315.61834999999996,Eh recovery,0.9863612362042864
22.7097,315.83130999999986,Eh recovery,0.9867295756380686
22.726369999999996,316.0399,Eh recovery,0.987090356641509
22.743039999999997,316.24505,Eh recovery,0.9874451877592796
22.75970999999999,316.44104999999996,Eh recovery,0.9877841928730161
22.77638,316.65167,Eh recovery,0.9881484850008487
22.793039999999998,316.8525,Eh recovery,0.9884958441691737
22.809709999999995,317.05255,Eh recovery,0.9888418542355153
22.82638,317.26223,Eh recovery,0.9892045205224963
22.84303999999999,317.46938,Eh recovery,0.9895628108761213
22.85971,317.6722700000001,Eh recovery,0.9899137330573766
22.87638,317.87711999999993,Eh recovery,0.9902680452897689
22.893039999999996,318.07603999999986,Eh recovery,0.9906121008878527
22.909709999999997,318.26464,Eh recovery,0.9909383068289278
22.92638,318.44511999999986,Eh recovery,0.9912504682724335
22.943049999999992,318.63225,Eh recovery,0.9915741316751557
22.959709999999998,318.83249,Eh recovery,0.9919204703689036
22.976379999999995,319.03359999999986,Eh recovery,0.9922683138302479
22.99305,319.22359999999986,Eh recovery,0.9925969412364212
23.00972,319.42337999999995,Eh recovery,0.9929424843059226
23.02638,319.6289699999999,Eh recovery,0.9932980764555812
23.04305,319.8352499999999,Eh recovery,0.9936548620416096
23.059719999999995,320.02880999999996,Eh recovery,0.9939896468876037
23.07639,320.21785,Eh recovery,0.9943166138605667
23.09306,320.40936999999997,Eh recovery,0.9946478702859891
23.109729999999995,320.5963099999999,Eh recovery,0.9949712050613048
23.12639,320.7759699999999,Eh recovery,0.9952819482181104
